Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classroom,Capacity,Date (text),Start Time,Date,Timeslot (+3hr),Video Guides,Address,Subject1,Subject2,Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,[Waitlist] Form Entry,,Duplicate class,Remarks,No. Regular S,No. Signups,No. Waitlist Signups,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity | Waitlist,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
JC - JunCC<>Biology<>JC1<>DNA Structure & Replication<>Melvin<>Bukit Panjang<>BP-1 (JC)<>24<>29 May (Thu)<>5:00 PM,JC - JunCC,Biology,JC1,DNA Structure & Replication,Melvin,Bukit Panjang,BP-1 (JC),24,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,BIO,BIO,J1,CC Type,Biology,Biology - Bukit Panjang - 29 May (Thu) 5PM,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Buona Vista<>BV-4 (L2)<>22<>4 Jun (Wed)<>1:30 PM,JC - JunCC,GP,JC1,Education,Joey Kang,Buona Vista,BV-4 (L2),22,4 Jun (Wed),1:30:00 PM,6/4/2025,01:30PM - 04:30PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,GP,GP,J1,CC Type,GP,GP - Buona Vista - 4 Jun (Wed) 1PM,[JC1 GP] Education - 4 Jun (Wed) | 01:30PM - 04:30PM | Buona Vista,[Waitlist] [JC1 GP] Education - 4 Jun (Wed) | 01:30PM - 04:30PM | Buona Vista,,0,,,6,0,6,6,6 | 6 | 22 | 0,27.27%,6,0,,Default,[JC1 GP] Education - 4 Jun (Wed) | 01:30PM - 04:30PM | Buona Vista
JC - JunCC<>GP<>JC1<>Education<>Finn<>Tan Kah Kee<>CORO-1<>30<>4 Jun (Wed)<>1:30 PM,JC - JunCC,GP,JC1,Education,Finn,Tan Kah Kee,CORO-1,30,4 Jun (Wed),1:30:00 PM,6/4/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",GP,GP,J1,CC Type,GP,GP - Tan Kah Kee - 4 Jun (Wed) 1PM,[JC1 GP] Education - 4 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 GP] Education - 4 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,4,0,4,4,4 | 4 | 30 | 0,13.33%,4,0,,Default,[JC1 GP] Education - 4 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-4 (L2)<>36<>5 Jun (Thu)<>10:00 AM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-4 (L2),36,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 5 Jun (Thu) 10AM,[JC1 GP] Education - 5 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 5 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir,,0,,,2,0,2,1,2 | 1 | 36 | 0,2.78%,1,0,,Default,[JC1 GP] Education - 5 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Bukit Panjang<>BP-1 (JC)<>24<>6 Jun (Fri)<>10:00 AM,JC - JunCC,GP,JC1,Education,Joey Kang,Bukit Panjang,BP-1 (JC),24,6 Jun (Fri),10:00:00 AM,6/6/2025,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,GP,GP,J1,CC Type,GP,GP - Bukit Panjang - 6 Jun (Fri) 10AM,[JC1 GP] Education - 6 Jun (Fri) | 10:00AM - 01:00PM | Bukit Panjang,[Waitlist] [JC1 GP] Education - 6 Jun (Fri) | 10:00AM - 01:00PM | Bukit Panjang,,0,,,5,0,5,5,5 | 5 | 24 | 0,20.83%,5,0,,Default,[JC1 GP] Education - 6 Jun (Fri) | 10:00AM - 01:00PM | Bukit Panjang
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-4 (L2)<>36<>9 Jun (Mon)<>10:00 AM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-4 (L2),36,9 Jun (Mon),10:00:00 AM,6/9/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 9 Jun (Mon) 10AM,[JC1 GP] Education - 9 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 9 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,,0,,,3,0,3,2,3 | 2 | 36 | 0,5.56%,2,0,,Default,[JC1 GP] Education - 9 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Finn<>Tampines<>TP-1<>28<>9 Jun (Mon)<>10:00 AM,JC - JunCC,GP,JC1,Education,Finn,Tampines,TP-1,28,9 Jun (Mon),10:00:00 AM,6/9/2025,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,GP,GP,J1,CC Type,GP,GP - Tampines - 9 Jun (Mon) 10AM,[JC1 GP] Education - 9 Jun (Mon) | 10:00AM - 01:00PM | Tampines,[Waitlist] [JC1 GP] Education - 9 Jun (Mon) | 10:00AM - 01:00PM | Tampines,,0,,,10,0,10,7,10 | 7 | 28 | 0,25.00%,7,0,,Default,[JC1 GP] Education - 9 Jun (Mon) | 10:00AM - 01:00PM | Tampines
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Jurong East (CPF Building)<>JE-2<>25<>9 Jun (Mon)<>1:30 PM,JC - JunCC,GP,JC1,Education,Joey Kang,Jurong East (CPF Building),JE-2,25,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,GP,GP,J1,CC Type,GP,GP - Jurong East (CPF Building) - 9 Jun (Mon) 1PM,[JC1 GP] Education - 9 Jun (Mon) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 GP] Education - 9 Jun (Mon) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 25 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 9 Jun (Mon) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>GP<>JC1<>Education<>Zach<>Buona Vista<>BV-4 (L2)<>22<>10 Jun (Tue)<>10:00 AM,JC - JunCC,GP,JC1,Education,Zach,Buona Vista,BV-4 (L2),22,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,GP,GP,J1,CC Type,GP,GP - Buona Vista - 10 Jun (Tue) 10AM,[JC1 GP] Education - 10 Jun (Tue) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 GP] Education - 10 Jun (Tue) | 10:00AM - 01:00PM | Buona Vista,,0,,,4,0,4,3,4 | 3 | 22 | 0,13.64%,3,0,,Default,[JC1 GP] Education - 10 Jun (Tue) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>GP<>JC1<>Education<>Jaymi<>Paya Lebar<>KINEX-2<>30<>10 Jun (Tue)<>10:00 AM,JC - JunCC,GP,JC1,Education,Jaymi,Paya Lebar,KINEX-2,30,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,GP,GP,J1,CC Type,GP,GP - Paya Lebar - 10 Jun (Tue) 10AM,[JC1 GP] Education - 10 Jun (Tue) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 GP] Education - 10 Jun (Tue) | 10:00AM - 01:00PM | Paya Lebar,,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 GP] Education - 10 Jun (Tue) | 10:00AM - 01:00PM | Paya Lebar
JC - JunCC<>GP<>JC1<>Education<>Jaymi<>Paya Lebar<>KINEX-1<>24<>11 Jun (Wed)<>10:00 AM,JC - JunCC,GP,JC1,Education,Jaymi,Paya Lebar,KINEX-1,24,11 Jun (Wed),10:00:00 AM,6/11/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,GP,GP,J1,CC Type,GP,GP - Paya Lebar - 11 Jun (Wed) 10AM,[JC1 GP] Education - 11 Jun (Wed) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 GP] Education - 11 Jun (Wed) | 10:00AM - 01:00PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 11 Jun (Wed) | 10:00AM - 01:00PM | Paya Lebar
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-3 (L2)<>14<>11 Jun (Wed)<>10:00 AM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-3 (L2),14,11 Jun (Wed),10:00:00 AM,6/11/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 11 Jun (Wed) 10AM,[JC1 GP] Education - 11 Jun (Wed) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 11 Jun (Wed) | 10:00AM - 01:00PM | Potong Pasir,,0,,,0,0,0,0,0 | 0 | 14 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 11 Jun (Wed) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Bukit Panjang<>BP-1 (JC)<>24<>11 Jun (Wed)<>1:30 PM,JC - JunCC,GP,JC1,Education,Joey Kang,Bukit Panjang,BP-1 (JC),24,11 Jun (Wed),1:30:00 PM,6/11/2025,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,GP,GP,J1,CC Type,GP,GP - Bukit Panjang - 11 Jun (Wed) 1PM,[JC1 GP] Education - 11 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang,[Waitlist] [JC1 GP] Education - 11 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang,,0,,,1,0,1,0,1 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 11 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-4 (L2)<>36<>12 Jun (Thu)<>10:00 AM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-4 (L2),36,12 Jun (Thu),10:00:00 AM,6/12/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 12 Jun (Thu) 10AM,[JC1 GP] Education - 12 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 12 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir,,0,,,2,0,2,2,2 | 2 | 36 | 0,5.56%,2,0,,Default,[JC1 GP] Education - 12 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Jaymi<>Paya Lebar<>KINEX-1<>24<>13 Jun (Fri)<>10:00 AM,JC - JunCC,GP,JC1,Education,Jaymi,Paya Lebar,KINEX-1,24,13 Jun (Fri),10:00:00 AM,6/13/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,GP,GP,J1,CC Type,GP,GP - Paya Lebar - 13 Jun (Fri) 10AM,[JC1 GP] Education - 13 Jun (Fri) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 GP] Education - 13 Jun (Fri) | 10:00AM - 01:00PM | Paya Lebar,,0,,,2,0,2,2,2 | 2 | 24 | 0,8.33%,2,0,,Default,[JC1 GP] Education - 13 Jun (Fri) | 10:00AM - 01:00PM | Paya Lebar
JC - JunCC<>GP<>JC1<>Education<>Finn<>Tampines<>TP-1<>28<>13 Jun (Fri)<>10:00 AM,JC - JunCC,GP,JC1,Education,Finn,Tampines,TP-1,28,13 Jun (Fri),10:00:00 AM,6/13/2025,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,GP,GP,J1,CC Type,GP,GP - Tampines - 13 Jun (Fri) 10AM,[JC1 GP] Education - 13 Jun (Fri) | 10:00AM - 01:00PM | Tampines,[Waitlist] [JC1 GP] Education - 13 Jun (Fri) | 10:00AM - 01:00PM | Tampines,,0,,,6,0,6,6,6 | 6 | 28 | 0,21.43%,6,0,,Default,[JC1 GP] Education - 13 Jun (Fri) | 10:00AM - 01:00PM | Tampines
JC - JunCC<>GP<>JC1<>Education<>Zach<>Tan Kah Kee<>TKK-2<>30<>13 Jun (Fri)<>1:30 PM,JC - JunCC,GP,JC1,Education,Zach,Tan Kah Kee,TKK-2,30,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",GP,GP,J1,CC Type,GP,GP - Tan Kah Kee - 13 Jun (Fri) 1PM,[JC1 GP] Education - 13 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 GP] Education - 13 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,2,0,2,2,2 | 2 | 30 | 0,6.67%,2,0,,Default,[JC1 GP] Education - 13 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Bukit Panjang<>BP-2 (JC/SS)<>12<>16 Jun (Mon)<>10:00 AM,JC - JunCC,GP,JC1,Education,Joey Kang,Bukit Panjang,BP-2 (JC/SS),12,16 Jun (Mon),10:00:00 AM,6/16/2025,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,GP,GP,J1,CC Type,GP,GP - Bukit Panjang - 16 Jun (Mon) 10AM,[JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Bukit Panjang,[Waitlist] [JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 12 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Bukit Panjang
JC - JunCC<>GP<>JC1<>Education<>Jaymi<>Paya Lebar<>KINEX-3 (school)<>18<>16 Jun (Mon)<>10:00 AM,JC - JunCC,GP,JC1,Education,Jaymi,Paya Lebar,KINEX-3 (school),18,16 Jun (Mon),10:00:00 AM,6/16/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,GP,GP,J1,CC Type,GP,GP - Paya Lebar - 16 Jun (Mon) 10AM,[JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Paya Lebar,,0,,,3,0,3,2,3 | 2 | 18 | 0,11.11%,2,0,,Default,[JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Paya Lebar
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-4 (L2)<>36<>16 Jun (Mon)<>10:00 AM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-4 (L2),36,16 Jun (Mon),10:00:00 AM,6/16/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 16 Jun (Mon) 10AM,[JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,,0,,,4,0,4,3,4 | 3 | 36 | 0,8.33%,3,0,,Default,[JC1 GP] Education - 16 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Finn<>Marymount<>MM-1<>28<>17 Jun (Tue)<>10:00 AM,JC - JunCC,GP,JC1,Education,Finn,Marymount,MM-1,28,17 Jun (Tue),10:00:00 AM,6/17/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,GP,GP,J1,CC Type,GP,GP - Marymount - 17 Jun (Tue) 10AM,[JC1 GP] Education - 17 Jun (Tue) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 GP] Education - 17 Jun (Tue) | 10:00AM - 01:00PM | Marymount,,0,,,2,0,2,0,2 | 0 | 28 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 17 Jun (Tue) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>GP<>JC1<>Education<>Zach<>Buona Vista<>BV-4 (L2)<>22<>17 Jun (Tue)<>1:30 PM,JC - JunCC,GP,JC1,Education,Zach,Buona Vista,BV-4 (L2),22,17 Jun (Tue),1:30:00 PM,6/17/2025,01:30PM - 04:30PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,GP,GP,J1,CC Type,GP,GP - Buona Vista - 17 Jun (Tue) 1PM,[JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista,[Waitlist] [JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista,,0,,,0,0,0,0,0 | 0 | 22 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Jurong East (CPF Building)<>JE-1<>30<>17 Jun (Tue)<>1:30 PM,JC - JunCC,GP,JC1,Education,Joey Kang,Jurong East (CPF Building),JE-1,30,17 Jun (Tue),1:30:00 PM,6/17/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,GP,GP,J1,CC Type,GP,GP - Jurong East (CPF Building) - 17 Jun (Tue) 1PM,[JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>GP<>JC1<>Education<>Jaymi<>Paya Lebar<>KINEX-3 (school)<>18<>17 Jun (Tue)<>1:30 PM,JC - JunCC,GP,JC1,Education,Jaymi,Paya Lebar,KINEX-3 (school),18,17 Jun (Tue),1:30:00 PM,6/17/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,GP,GP,J1,CC Type,GP,GP - Paya Lebar - 17 Jun (Tue) 1PM,[JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar,,0,,,5,0,5,5,5 | 5 | 18 | 0,27.78%,5,0,,Default,[JC1 GP] Education - 17 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>GP<>JC1<>Education<>Finn<>Tan Kah Kee<>CORO-1<>30<>18 Jun (Wed)<>1:30 PM,JC - JunCC,GP,JC1,Education,Finn,Tan Kah Kee,CORO-1,30,18 Jun (Wed),1:30:00 PM,6/18/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",GP,GP,J1,CC Type,GP,GP - Tan Kah Kee - 18 Jun (Wed) 1PM,[JC1 GP] Education - 18 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 GP] Education - 18 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 18 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>GP<>JC1<>Education<>Zach<>Buona Vista<>BV-3 (L2)<>30<>19 Jun (Thu)<>10:00 AM,JC - JunCC,GP,JC1,Education,Zach,Buona Vista,BV-3 (L2),30,19 Jun (Thu),10:00:00 AM,6/19/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,GP,GP,J1,CC Type,GP,GP - Buona Vista - 19 Jun (Thu) 10AM,[JC1 GP] Education - 19 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 GP] Education - 19 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 19 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>Math<>JC1<>APGP<>Kai Wen<>Paya Lebar<>KINEX-2<>30<>2 Jun (Mon)<>1:30 PM,JC - JunCC,Math,JC1,APGP,Kai Wen,Paya Lebar,KINEX-2,30,2 Jun (Mon),1:30:00 PM,6/2/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,MATH,MATH,J1,CC Type,Mathematics,Math - Paya Lebar - 2 Jun (Mon) 1PM,[JC1 Math] APGP - 2 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Math] APGP - 2 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] APGP - 2 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Math<>JC1<>APGP<>Alicia <>Paya Lebar<>KINEX-2<>30<>3 Jun (Tue)<>1:30 PM,JC - JunCC,Math,JC1,APGP,Alicia ,Paya Lebar,KINEX-2,30,3 Jun (Tue),1:30:00 PM,6/3/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,MATH,MATH,J1,CC Type,Mathematics,Math - Paya Lebar - 3 Jun (Tue) 1PM,[JC1 Math] APGP - 3 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Math] APGP - 3 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] APGP - 3 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Math<>JC1<>APGP<>Mandy Ng<>Tan Kah Kee<>TKK-2<>30<>4 Jun (Wed)<>10:00 AM,JC - JunCC,Math,JC1,APGP,Mandy Ng,Tan Kah Kee,TKK-2,30,4 Jun (Wed),10:00:00 AM,6/4/2025,10:00AM - 01:00PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",MATH,MATH,J1,CC Type,Mathematics,Math - Tan Kah Kee - 4 Jun (Wed) 10AM,[JC1 Math] APGP - 4 Jun (Wed) | 10:00AM - 01:00PM | Tan Kah Kee,[Waitlist] [JC1 Math] APGP - 4 Jun (Wed) | 10:00AM - 01:00PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] APGP - 4 Jun (Wed) | 10:00AM - 01:00PM | Tan Kah Kee
JC - JunCC<>Math<>JC1<>APGP<>Ming Liang<>Buona Vista<>BV-1 (L3)<>30<>6 Jun (Fri)<>10:00 AM,JC - JunCC,Math,JC1,APGP,Ming Liang,Buona Vista,BV-1 (L3),30,6 Jun (Fri),10:00:00 AM,6/6/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,MATH,MATH,J1,CC Type,Mathematics,Math - Buona Vista - 6 Jun (Fri) 10AM,[JC1 Math] APGP - 6 Jun (Fri) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 Math] APGP - 6 Jun (Fri) | 10:00AM - 01:00PM | Buona Vista,,0,,,3,0,3,2,3 | 2 | 30 | 0,6.67%,2,0,,Default,[JC1 Math] APGP - 6 Jun (Fri) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>Math<>JC1<>APGP<>Chuan Li<>Tampines<>TP-7<>50<>6 Jun (Fri)<>1:30 PM,JC - JunCC,Math,JC1,APGP,Chuan Li,Tampines,TP-7,50,6 Jun (Fri),1:30:00 PM,6/6/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,MATH,MATH,J1,CC Type,Mathematics,Math - Tampines - 6 Jun (Fri) 1PM,[JC1 Math] APGP - 6 Jun (Fri) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Math] APGP - 6 Jun (Fri) | 01:30PM - 04:30PM | Tampines,,0,,,4,0,4,2,4 | 2 | 50 | 0,4.00%,2,0,,Default,[JC1 Math] APGP - 6 Jun (Fri) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Math<>JC1<>APGP<>Kevin Lee (Shine)<>Potong Pasir<>PP-4 (L2)<>36<>10 Jun (Tue)<>1:30 PM,JC - JunCC,Math,JC1,APGP,Kevin Lee (Shine),Potong Pasir,PP-4 (L2),36,10 Jun (Tue),1:30:00 PM,6/10/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,MATH,MATH,J1,CC Type,Mathematics,Math - Potong Pasir - 10 Jun (Tue) 1PM,[JC1 Math] APGP - 10 Jun (Tue) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Math] APGP - 10 Jun (Tue) | 01:30PM - 04:30PM | Potong Pasir,,0,,,0,0,0,0,0 | 0 | 36 | 0,0.00%,0,0,,Default,[JC1 Math] APGP - 10 Jun (Tue) | 01:30PM - 04:30PM | Potong Pasir
